,time,x,x,x,x,time,u,u,u,u
792,15.88,-0.001721901,-0.001278631,-0.001034214,-0.000688645,15.88,0,0.038388819,0.051739672,0.068887213
793,15.9,-0.00171864,-0.001277635,-0.001033635,-0.000688419,15.9,0,0.038358924,0.051710692,0.068864528
794,15.92,-0.001715385,-0.00127664,-0.001033056,-0.000688192,15.92,0,0.038329053,0.051681728,0.06884185
795,15.94,-0.001712136,-0.001275646,-0.001032477,-0.000687965,15.94,0,0.038299205,0.051652781,0.06881918
796,15.96,-0.001708893,-0.001274653,-0.001031899,-0.000687739,15.96,0,0.03826938,0.051623849,0.068796517
797,15.98,-0.001705656,-0.00127366,-0.001031321,-0.000687512,15.98,0,0.038239578,0.051594934,0.068773861
798,16,-0.001702426,-0.001272668,-0.001030743,-0.000687286,16,0,0.0382098,0.051566035,0.068751213
799,16.02,-0.001699202,-0.001271677,-0.001030166,-0.000687059,16.02,0,0.038180044,0.051537152,0.068728573
800,16.04,-0.001695983,-0.001270687,-0.001029589,-0.000686833,16.04,0,0.038150312,0.051508286,0.06870594
801,16.06,-0.001692771,-0.001269697,-0.001029012,-0.000686607,16.06,0,0.038120603,0.051479435,0.068683314
802,16.08,-0.001689565,-0.001268708,-0.001028436,-0.000686381,16.08,0,0.038090918,0.051450601,0.068660696
803,16.1,-0.001686365,-0.001267721,-0.00102786,-0.000686155,16.1,0,0.038061255,0.051421783,0.068638085
804,16.12,-0.001683171,-0.001266733,-0.001027284,-0.000685929,16.12,0,0.038031615,0.051392981,0.068615482
805,16.14,-0.001679983,-0.001265747,-0.001026709,-0.000685703,16.14,0,0.038001999,0.051364195,0.068592886
806,16.16,-0.001676802,-0.001264761,-0.001026133,-0.000685477,16.16,0,0.037972405,0.051335425,0.068570298
807,16.18,-0.001673626,-0.001263776,-0.001025559,-0.000685251,16.18,0,0.037942835,0.051306671,0.068547717
808,16.2,-0.001670456,-0.001262792,-0.001024984,-0.000685026,16.2,0,0.037913287,0.051277934,0.068525144
809,16.22,-0.001667292,-0.001261809,-0.00102441,-0.0006848,16.22,0,0.037883763,0.051249212,0.068502578
810,16.24,-0.001664134,-0.001260826,-0.001023836,-0.000684575,16.24,0,0.037854262,0.051220507,0.068480019
811,16.26,-0.001660982,-0.001259844,-0.001023263,-0.000684349,16.26,0,0.037824783,0.051191818,0.068457468
812,16.28,-0.001657837,-0.001258863,-0.00102269,-0.000684124,16.28,0,0.037795328,0.051163145,0.068434924
813,16.3,-0.001654697,-0.001257883,-0.001022117,-0.000683899,16.3,0,0.037765895,0.051134488,0.068412388
814,16.32,-0.001651563,-0.001256903,-0.001021544,-0.000683673,16.32,0,0.037736486,0.051105846,0.068389859
815,16.34,-0.001648435,-0.001255925,-0.001020972,-0.000683448,16.34,0,0.037707099,0.051077221,0.068367337
816,16.36,-0.001645313,-0.001254946,-0.0010204,-0.000683223,16.36,0,0.037677735,0.051048612,0.068344823
817,16.38,-0.001642196,-0.001253969,-0.001019829,-0.000682998,16.38,0,0.037648394,0.051020019,0.068322316
818,16.4,-0.001639086,-0.001252993,-0.001019258,-0.000682773,16.4,0,0.037619076,0.050991442,0.068299817
819,16.42,-0.001635982,-0.001252017,-0.001018687,-0.000682548,16.42,0,0.037589781,0.050962881,0.068277325
820,16.44,-0.001632883,-0.001251042,-0.001018116,-0.000682324,16.44,0,0.037560509,0.050934337,0.068254841
821,16.46,-0.001629791,-0.001250068,-0.001017546,-0.000682099,16.46,0,0.037531259,0.050905808,0.068232364
822,16.48,-0.001626704,-0.001249094,-0.001016976,-0.000681874,16.48,0,0.037502032,0.050877295,0.068209894
823,16.5,-0.001623623,-0.001248122,-0.001016406,-0.00068165,16.5,0,0.037472828,0.050848798,0.068187432
824,16.52,-0.001620548,-0.00124715,-0.001015837,-0.000681425,16.52,0,0.037443647,0.050820316,0.068164977
825,16.54,-0.001617479,-0.001246178,-0.001015268,-0.000681201,16.54,0,0.037414488,0.050791851,0.06814253
826,16.56,-0.001614415,-0.001245208,-0.001014699,-0.000680977,16.56,0,0.037385352,0.050763402,0.06812009
827,16.58,-0.001611357,-0.001244238,-0.001014131,-0.000680752,16.58,0,0.037356239,0.050734969,0.068097657
828,16.6,-0.001608306,-0.001243269,-0.001013563,-0.000680528,16.6,0,0.037327148,0.050706552,0.068075232
829,16.62,-0.001605259,-0.001242301,-0.001012995,-0.000680304,16.62,0,0.03729808,0.05067815,0.068052814
830,16.64,-0.001602219,-0.001241334,-0.001012428,-0.00068008,16.64,0,0.037269035,0.050649765,0.068030403
831,16.66,-0.001599185,-0.001240367,-0.001011861,-0.000679856,16.66,0,0.037240012,0.050621395,0.068008
832,16.68,-0.001596156,-0.001239401,-0.001011294,-0.000679632,16.68,0,0.037211012,0.050593041,0.067985604
833,16.7,-0.001593133,-0.001238436,-0.001010728,-0.000679408,16.7,0,0.037182035,0.050564704,0.067963216
834,16.72,-0.001590115,-0.001237472,-0.001010162,-0.000679185,16.72,0,0.03715308,0.050536382,0.067940835
835,16.74,-0.001587104,-0.001236508,-0.001009596,-0.000678961,16.74,0,0.037124147,0.050508076,0.067918461
836,16.76,-0.001584098,-0.001235545,-0.00100903,-0.000678737,16.76,0,0.037095238,0.050479785,0.067896095
837,16.78,-0.001581097,-0.001234583,-0.001008465,-0.000678514,16.78,0,0.03706635,0.050451511,0.067873736
838,16.8,-0.001578103,-0.001233621,-0.0010079,-0.00067829,16.8,0,0.037037485,0.050423253,0.067851385
839,16.82,-0.001575114,-0.001232661,-0.001007336,-0.000678067,16.82,0,0.037008643,0.05039501,0.06782904
840,16.84,-0.001572131,-0.001231701,-0.001006771,-0.000677844,16.84,0,0.036979823,0.050366783,0.067806704
841,16.86,-0.001569153,-0.001230742,-0.001006208,-0.000677621,16.86,0,0.036951026,0.050338572,0.067784374
842,16.88,-0.001566181,-0.001229783,-0.001005644,-0.000677397,16.88,0,0.036922251,0.050310377,0.067762052
843,16.9,-0.001563215,-0.001228826,-0.001005081,-0.000677174,16.9,0,0.036893498,0.050282197,0.067739737
844,16.92,-0.001560254,-0.001227869,-0.001004518,-0.000676951,16.92,0,0.036864768,0.050254033,0.06771743
845,16.94,-0.001557299,-0.001226912,-0.001003955,-0.000676728,16.94,0,0.03683606,0.050225885,0.06769513
846,16.96,-0.00155435,-0.001225957,-0.001003393,-0.000676506,16.96,0,0.036807374,0.050197753,0.067672837
847,16.98,-0.001551406,-0.001225002,-0.001002831,-0.000676283,16.98,0,0.036778711,0.050169637,0.067650552
848,17,-0.001548468,-0.001224048,-0.001002269,-0.00067606,17,0,0.03675007,0.050141536,0.067628274
849,17.02,-0.001545535,-0.001223095,-0.001001708,-0.000675837,17.02,0,0.036721452,0.050113451,0.067606003
850,17.04,-0.001542608,-0.001222143,-0.001001147,-0.000675615,17.04,0,0.036692856,0.050085382,0.06758374
851,17.06,-0.001539686,-0.001221191,-0.001000586,-0.000675392,17.06,0,0.036664282,0.050057329,0.067561484
852,17.08,-0.00153677,-0.00122024,-0.001000025,-0.00067517,17.08,0,0.03663573,0.050029291,0.067539235
853,17.1,-0.001533859,-0.00121929,-0.000999465,-0.000674948,17.1,0,0.036607201,0.050001269,0.067516993
854,17.12,-0.001530954,-0.00121834,-0.000998905,-0.000674725,17.12,0,0.036578693,0.049973262,0.067494759
855,17.14,-0.001528054,-0.001217392,-0.000998346,-0.000674503,17.14,0,0.036550208,0.049945272,0.067472533
856,17.16,-0.00152516,-0.001216443,-0.000997787,-0.000674281,17.16,0,0.036521745,0.049917297,0.067450313
857,17.18,-0.001522272,-0.001215496,-0.000997228,-0.000674059,17.18,0,0.036493305,0.049889338,0.067428101
858,17.2,-0.001519389,-0.00121455,-0.000996669,-0.000673837,17.2,0,0.036464886,0.049861394,0.067405896
859,17.22,-0.001516511,-0.001213604,-0.000996111,-0.000673615,17.22,0,0.036436489,0.049833466,0.067383699
860,17.24,-0.001513639,-0.001212659,-0.000995553,-0.000673393,17.24,0,0.036408115,0.049805553,0.067361509
861,17.26,-0.001510772,-0.001211714,-0.000994996,-0.000673172,17.26,0,0.036379763,0.049777657,0.067339326
862,17.28,-0.001507911,-0.001210771,-0.000994438,-0.00067295,17.28,0,0.036351433,0.049749776,0.06731715
863,17.3,-0.001505055,-0.001209828,-0.000993881,-0.000672728,17.3,0,0.036323125,0.04972191,0.067294982
864,17.32,-0.001502204,-0.001208886,-0.000993325,-0.000672507,17.32,0,0.036294839,0.04969406,0.067272821
865,17.34,-0.001499359,-0.001207944,-0.000992768,-0.000672285,17.34,0,0.036266575,0.049666226,0.067250667
866,17.36,-0.001496519,-0.001207004,-0.000992212,-0.000672064,17.36,0,0.036238333,0.049638407,0.067228521
867,17.38,-0.001493685,-0.001206064,-0.000991656,-0.000671843,17.38,0,0.036210113,0.049610604,0.067206382
868,17.4,-0.001490856,-0.001205125,-0.000991101,-0.000671621,17.4,0,0.036181914,0.049582817,0.06718425
869,17.42,-0.001488032,-0.001204186,-0.000990546,-0.0006714,17.42,0,0.036153738,0.049555045,0.067162126
870,17.44,-0.001485214,-0.001203248,-0.000989991,-0.000671179,17.44,0,0.036125584,0.049527288,0.067140009
871,17.46,-0.001482401,-0.001202311,-0.000989436,-0.000670958,17.46,0,0.036097452,0.049499547,0.067117899
872,17.48,-0.001479593,-0.001201375,-0.000988882,-0.000670737,17.48,0,0.036069342,0.049471822,0.067095796
873,17.5,-0.001476791,-0.00120044,-0.000988328,-0.000670516,17.5,0,0.036041253,0.049444112,0.067073701
874,17.52,-0.001473994,-0.001199505,-0.000987775,-0.000670295,17.52,0,0.036013187,0.049416418,0.067051613
875,17.54,-0.001471202,-0.001198571,-0.000987222,-0.000670075,17.54,0,0.035985142,0.049388739,0.067029532
876,17.56,-0.001468416,-0.001197637,-0.000986669,-0.000669854,17.56,0,0.035957119,0.049361076,0.067007458
877,17.58,-0.001465635,-0.001196705,-0.000986116,-0.000669633,17.58,0,0.035929118,0.049333428,0.066985392
878,17.6,-0.001462859,-0.001195773,-0.000985564,-0.000669413,17.6,0,0.035901139,0.049305796,0.066963333
879,17.62,-0.001460088,-0.001194842,-0.000985012,-0.000669192,17.62,0,0.035873181,0.049278179,0.066941281
880,17.64,-0.001457323,-0.001193911,-0.00098446,-0.000668972,17.64,0,0.035845246,0.049250578,0.066919237
881,17.66,-0.001454563,-0.001192981,-0.000983908,-0.000668752,17.66,0,0.035817332,0.049222992,0.0668972
882,17.68,-0.001451808,-0.001192052,-0.000983357,-0.000668531,17.68,0,0.03578944,0.049195421,0.06687517
883,17.7,-0.001449058,-0.001191124,-0.000982807,-0.000668311,17.7,0,0.035761569,0.049167866,0.066853147
884,17.72,-0.001446314,-0.001190196,-0.000982256,-0.000668091,17.72,0,0.03573372,0.049140327,0.066831131
885,17.74,-0.001443574,-0.00118927,-0.000981706,-0.000667871,17.74,0,0.035705893,0.049112803,0.066809123
886,17.76,-0.00144084,-0.001188343,-0.000981156,-0.000667651,17.76,0,0.035678088,0.049085294,0.066787122
887,17.78,-0.001438111,-0.001187418,-0.000980606,-0.000667431,17.78,0,0.035650304,0.049057801,0.066765129
888,17.8,-0.001435388,-0.001186493,-0.000980057,-0.000667212,17.8,0,0.035622542,0.049030323,0.066743142
889,17.82,-0.001432669,-0.001185569,-0.000979508,-0.000666992,17.82,0,0.035594802,0.04900286,0.066721163
890,17.84,-0.001429956,-0.001184646,-0.00097896,-0.000666772,17.84,0,0.035567083,0.048975413,0.066699191
891,17.86,-0.001427247,-0.001183724,-0.000978411,-0.000666553,17.86,0,0.035539385,0.048947981,0.066677226
892,17.88,-0.001424544,-0.001182802,-0.000977863,-0.000666333,17.88,0,0.03551171,0.048920565,0.066655269
893,17.9,-0.001421846,-0.001181881,-0.000977316,-0.000666114,17.9,0,0.035484056,0.048893164,0.066633318
894,17.92,-0.001419153,-0.00118096,-0.000976768,-0.000665894,17.92,0,0.035456423,0.048865778,0.066611375
895,17.94,-0.001416465,-0.001180041,-0.000976221,-0.000665675,17.94,0,0.035428812,0.048838408,0.066589439
896,17.96,-0.001413783,-0.001179122,-0.000975674,-0.000665456,17.96,0,0.035401222,0.048811053,0.066567511
897,17.98,-0.001411105,-0.001178204,-0.000975128,-0.000665237,17.98,0,0.035373654,0.048783713,0.066545589
898,18,-0.001408432,-0.001177286,-0.000974582,-0.000665018,18,0,0.035346107,0.048756389,0.066523675
899,18.02,-0.001405765,-0.001176369,-0.000974036,-0.000664799,18.02,0,0.035318582,0.04872908,0.066501768
900,18.04,-0.001403102,-0.001175453,-0.00097349,-0.00066458,18.04,0,0.035291078,0.048701786,0.066479869
901,18.06,-0.001400445,-0.001174538,-0.000972945,-0.000664361,18.06,0,0.035263596,0.048674508,0.066457976
902,18.08,-0.001397792,-0.001173623,-0.0009724,-0.000664142,18.08,0,0.035236135,0.048647244,0.066436091
903,18.1,-0.001395145,-0.001172709,-0.000971855,-0.000663923,18.1,0,0.035208695,0.048619996,0.066414213
904,18.12,-0.001392503,-0.001171796,-0.000971311,-0.000663705,18.12,0,0.035181277,0.048592764,0.066392342
905,18.14,-0.001389865,-0.001170883,-0.000970767,-0.000663486,18.14,0,0.03515388,0.048565546,0.066370478
906,18.16,-0.001387233,-0.001169972,-0.000970223,-0.000663268,18.16,0,0.035126505,0.048538344,0.066348622
907,18.18,-0.001384606,-0.001169061,-0.00096968,-0.000663049,18.18,0,0.035099151,0.048511157,0.066326772
908,18.2,-0.001381983,-0.00116815,-0.000969137,-0.000662831,18.2,0,0.035071818,0.048483985,0.06630493
909,18.22,-0.001379366,-0.001167241,-0.000968594,-0.000662613,18.22,0,0.035044506,0.048456829,0.066283095
910,18.24,-0.001376753,-0.001166332,-0.000968051,-0.000662394,18.24,0,0.035017216,0.048429688,0.066261267
911,18.26,-0.001374146,-0.001165423,-0.000967509,-0.000662176,18.26,0,0.034989947,0.048402561,0.066239447
912,18.28,-0.001371543,-0.001164516,-0.000966967,-0.000661958,18.28,0,0.034962699,0.048375451,0.066217634
913,18.3,-0.001368945,-0.001163609,-0.000966425,-0.00066174,18.3,0,0.034935472,0.048348355,0.066195827
914,18.32,-0.001366353,-0.001162703,-0.000965884,-0.000661522,18.32,0,0.034908267,0.048321274,0.066174028
915,18.34,-0.001363765,-0.001161797,-0.000965343,-0.000661305,18.34,0,0.034881082,0.048294209,0.066152237
916,18.36,-0.001361182,-0.001160893,-0.000964802,-0.000661087,18.36,0,0.034853919,0.048267159,0.066130452
917,18.38,-0.001358604,-0.001159989,-0.000964262,-0.000660869,18.38,0,0.034826777,0.048240124,0.066108675
918,18.4,-0.001356031,-0.001159085,-0.000963722,-0.000660651,18.4,0,0.034799657,0.048213104,0.066086904
919,18.42,-0.001353462,-0.001158183,-0.000963182,-0.000660434,18.42,0,0.034772557,0.048186099,0.066065141
920,18.44,-0.001350899,-0.001157281,-0.000962643,-0.000660216,18.44,0,0.034745478,0.048159109,0.066043385
921,18.46,-0.00134834,-0.001156379,-0.000962104,-0.000659999,18.46,0,0.034718421,0.048132135,0.066021636
922,18.48,-0.001345787,-0.001155479,-0.000961565,-0.000659782,18.48,0,0.034691384,0.048105175,0.065999895
923,18.5,-0.001343238,-0.001154579,-0.000961026,-0.000659564,18.5,0,0.034664369,0.048078231,0.06597816
924,18.52,-0.001340694,-0.00115368,-0.000960488,-0.000659347,18.52,0,0.034637375,0.048051302,0.065956433
925,18.54,-0.001338154,-0.001152782,-0.00095995,-0.00065913,18.54,0,0.034610401,0.048024388,0.065934713
926,18.56,-0.00133562,-0.001151884,-0.000959412,-0.000658913,18.56,0,0.034583449,0.047997489,0.065913
927,18.58,-0.00133309,-0.001150987,-0.000958875,-0.000658696,18.58,0,0.034556518,0.047970605,0.065891294
928,18.6,-0.001330566,-0.001150091,-0.000958338,-0.000658479,18.6,0,0.034529607,0.047943736,0.065869595
929,18.62,-0.001328045,-0.001149195,-0.000957801,-0.000658262,18.62,0,0.034502718,0.047916882,0.065847904
930,18.64,-0.00132553,-0.0011483,-0.000957264,-0.000658045,18.64,0,0.03447585,0.047890043,0.065826219
931,18.66,-0.00132302,-0.001147406,-0.000956728,-0.000657829,18.66,0,0.034449002,0.047863219,0.065804542
932,18.68,-0.001320514,-0.001146512,-0.000956192,-0.000657612,18.68,0,0.034422175,0.04783641,0.065782872
933,18.7,-0.001318013,-0.001145619,-0.000955657,-0.000657396,18.7,0,0.03439537,0.047809616,0.065761209
934,18.72,-0.001315517,-0.001144727,-0.000955121,-0.000657179,18.72,0,0.034368585,0.047782838,0.065739553
935,18.74,-0.001313025,-0.001143836,-0.000954587,-0.000656963,18.74,0,0.034341821,0.047756074,0.065717904
936,18.76,-0.001310538,-0.001142945,-0.000954052,-0.000656746,18.76,0,0.034315078,0.047729325,0.065696263
937,18.78,-0.001308056,-0.001142055,-0.000953517,-0.00065653,18.78,0,0.034288355,0.047702591,0.065674628
938,18.8,-0.001305579,-0.001141166,-0.000952983,-0.000656314,18.8,0,0.034261654,0.047675872,0.065653001
939,18.82,-0.001303106,-0.001140277,-0.00095245,-0.000656098,18.82,0,0.034234973,0.047649169,0.065631381
940,18.84,-0.001300638,-0.001139389,-0.000951916,-0.000655882,18.84,0,0.034208313,0.04762248,0.065609768
941,18.86,-0.001298175,-0.001138502,-0.000951383,-0.000655666,18.86,0,0.034181674,0.047595806,0.065588162
942,18.88,-0.001295716,-0.001137615,-0.00095085,-0.00065545,18.88,0,0.034155056,0.047569147,0.065566563
943,18.9,-0.001293262,-0.001136729,-0.000950317,-0.000655234,18.9,0,0.034128458,0.047542503,0.065544971
944,18.92,-0.001290812,-0.001135844,-0.000949785,-0.000655018,18.92,0,0.034101881,0.047515873,0.065523386
945,18.94,-0.001288368,-0.00113496,-0.000949253,-0.000654802,18.94,0,0.034075325,0.047489259,0.065501809
946,18.96,-0.001285927,-0.001134076,-0.000948722,-0.000654587,18.96,0,0.034048789,0.04746266,0.065480238
947,18.98,-0.001283492,-0.001133193,-0.00094819,-0.000654371,18.98,0,0.034022274,0.047436075,0.065458675
948,19,-0.001281061,-0.00113231,-0.000947659,-0.000654156,19,0,0.03399578,0.047409506,0.065437119
949,19.02,-0.001278635,-0.001131428,-0.000947128,-0.00065394,19.02,0,0.033969306,0.047382951,0.06541557
950,19.04,-0.001276213,-0.001130547,-0.000946598,-0.000653725,19.04,0,0.033942853,0.047356411,0.065394028
951,19.06,-0.001273796,-0.001129667,-0.000946068,-0.00065351,19.06,0,0.033916421,0.047329886,0.065372493
952,19.08,-0.001271383,-0.001128787,-0.000945538,-0.000653294,19.08,0,0.033890009,0.047303376,0.065350965
953,19.1,-0.001268975,-0.001127908,-0.000945008,-0.000653079,19.1,0,0.033863617,0.047276881,0.065329444
954,19.12,-0.001266572,-0.00112703,-0.000944479,-0.000652864,19.12,0,0.033837247,0.047250401,0.06530793
955,19.14,-0.001264173,-0.001126152,-0.00094395,-0.000652649,19.14,0,0.033810896,0.047223935,0.065286424
956,19.16,-0.001261779,-0.001125275,-0.000943421,-0.000652434,19.16,0,0.033784567,0.047197484,0.065264924
957,19.18,-0.001259389,-0.001124399,-0.000942893,-0.000652219,19.18,0,0.033758258,0.047171049,0.065243432
958,19.2,-0.001257004,-0.001123523,-0.000942364,-0.000652005,19.2,0,0.033731969,0.047144627,0.065221946
959,19.22,-0.001254623,-0.001122648,-0.000941837,-0.00065179,19.22,0,0.033705701,0.047118221,0.065200468
960,19.24,-0.001252247,-0.001121774,-0.000941309,-0.000651575,19.24,0,0.033679453,0.04709183,0.065178997
961,19.26,-0.001249875,-0.001120901,-0.000940782,-0.000651361,19.26,0,0.033653225,0.047065453,0.065157533
962,19.28,-0.001247508,-0.001120028,-0.000940255,-0.000651146,19.28,0,0.033627019,0.047039091,0.065136076
963,19.3,-0.001245145,-0.001119156,-0.000939728,-0.000650932,19.3,0,0.033600832,0.047012744,0.065114626
964,19.32,-0.001242787,-0.001118284,-0.000939202,-0.000650717,19.32,0,0.033574666,0.046986411,0.065093183
965,19.34,-0.001240433,-0.001117413,-0.000938676,-0.000650503,19.34,0,0.03354852,0.046960094,0.065071747
966,19.36,-0.001238084,-0.001116543,-0.00093815,-0.000650289,19.36,0,0.033522395,0.046933791,0.065050318
967,19.38,-0.001235739,-0.001115674,-0.000937625,-0.000650075,19.38,0,0.03349629,0.046907502,0.065028896
968,19.4,-0.001233398,-0.001114805,-0.000937099,-0.000649861,19.4,0,0.033470205,0.046881229,0.065007482
969,19.42,-0.001231062,-0.001113937,-0.000936575,-0.000649647,19.42,0,0.033444141,0.04685497,0.064986074
970,19.44,-0.001228731,-0.001113069,-0.00093605,-0.000649433,19.44,0,0.033418097,0.046828726,0.064964673
971,19.46,-0.001226404,-0.001112202,-0.000935526,-0.000649219,19.46,0,0.033392073,0.046802497,0.06494328
972,19.48,-0.001224081,-0.001111336,-0.000935002,-0.000649005,19.48,0,0.033366069,0.046776282,0.064921893
973,19.5,-0.001221762,-0.001110471,-0.000934478,-0.000648791,19.5,0,0.033340086,0.046750082,0.064900514
974,19.52,-0.001219448,-0.001109606,-0.000933955,-0.000648578,19.52,0,0.033314123,0.046723897,0.064879141
975,19.54,-0.001217139,-0.001108742,-0.000933431,-0.000648364,19.54,0,0.03328818,0.046697726,0.064857776
976,19.56,-0.001214834,-0.001107878,-0.000932909,-0.000648151,19.56,0,0.033262257,0.04667157,0.064836418
977,19.58,-0.001212533,-0.001107016,-0.000932386,-0.000647937,19.58,0,0.033236355,0.046645429,0.064815066
978,19.6,-0.001210236,-0.001106154,-0.000931864,-0.000647724,19.6,0,0.033210473,0.046619302,0.064793722
979,19.62,-0.001207944,-0.001105292,-0.000931342,-0.000647511,19.62,0,0.033184611,0.04659319,0.064772385
980,19.64,-0.001205656,-0.001104432,-0.00093082,-0.000647297,19.64,0,0.033158769,0.046567093,0.064751055
981,19.66,-0.001203373,-0.001103571,-0.000930299,-0.000647084,19.66,0,0.033132947,0.04654101,0.064729731
982,19.68,-0.001201094,-0.001102712,-0.000929778,-0.000646871,19.68,0,0.033107145,0.046514941,0.064708415
983,19.7,-0.001198819,-0.001101853,-0.000929257,-0.000646658,19.7,0,0.033081363,0.046488888,0.064687106
984,19.72,-0.001196548,-0.001100995,-0.000928736,-0.000646445,19.72,0,0.033055602,0.046462849,0.064665804
985,19.74,-0.001194282,-0.001100138,-0.000928216,-0.000646232,19.74,0,0.03302986,0.046436824,0.064644509
986,19.76,-0.00119202,-0.001099281,-0.000927696,-0.000646019,19.76,0,0.033004139,0.046410815,0.064623221
987,19.78,-0.001189762,-0.001098425,-0.000927177,-0.000645807,19.78,0,0.032978437,0.046384819,0.064601939
988,19.8,-0.001187509,-0.00109757,-0.000926657,-0.000645594,19.8,0,0.032952756,0.046358838,0.064580665
989,19.82,-0.00118526,-0.001096715,-0.000926138,-0.000645381,19.82,0,0.032927094,0.046332872,0.064559398
990,19.84,-0.001183015,-0.001095861,-0.00092562,-0.000645169,19.84,0,0.032901453,0.046306921,0.064538138
991,19.86,-0.001180774,-0.001095008,-0.000925101,-0.000644956,19.86,0,0.032875831,0.046280984,0.064516885
992,19.88,-0.001178538,-0.001094155,-0.000924583,-0.000644744,19.88,0,0.03285023,0.046255061,0.064495639
993,19.9,-0.001176306,-0.001093303,-0.000924065,-0.000644532,19.9,0,0.032824648,0.046229153,0.0644744
994,19.92,-0.001174078,-0.001092451,-0.000923548,-0.000644319,19.92,0,0.032799087,0.046203259,0.064453168
995,19.94,-0.001171854,-0.001091601,-0.00092303,-0.000644107,19.94,0,0.032773545,0.04617738,0.064431943
996,19.96,-0.001169635,-0.001090751,-0.000922513,-0.000643895,19.96,0,0.032748023,0.046151516,0.064410725
997,19.98,-0.00116742,-0.001089901,-0.000921997,-0.000643683,19.98,0,0.032722521,0.046125666,0.064389513
998,20,-0.001165209,-0.001089053,-0.00092148,-0.000643471,20,0,0.032697039,0.04609983,0.064368309
999,20.02,-0.001163002,-0.001088204,-0.000920964,-0.000643259,20.02,0,0.032671577,0.046074009,0.064347112
1000,20.04,-0.001160799,-0.001087357,-0.000920448,-0.000643047,20.04,0,0.032646134,0.046048202,0.064325922
1001,20.06,-0.0011586,-0.00108651,-0.000919933,-0.000642836,20.06,0,0.032620711,0.04602241,0.064304739
1002,20.08,-0.001156406,-0.001085664,-0.000919417,-0.000642624,20.08,0,0.032595309,0.045996633,0.064283562
1003,20.1,-0.001154216,-0.001084819,-0.000918902,-0.000642412,20.1,0,0.032569925,0.045970869,0.064262393
1004,20.12,-0.00115203,-0.001083974,-0.000918388,-0.000642201,20.12,0,0.032544562,0.04594512,0.064241231
1005,20.14,-0.001149848,-0.00108313,-0.000917873,-0.000641989,20.14,0,0.032519219,0.045919386,0.064220076
1006,20.16,-0.00114767,-0.001082286,-0.000917359,-0.000641778,20.16,0,0.032493895,0.045893666,0.064198927
1007,20.18,-0.001145497,-0.001081444,-0.000916845,-0.000641567,20.18,0,0.032468591,0.04586796,0.064177786
1008,20.2,-0.001143327,-0.001080601,-0.000916332,-0.000641355,20.2,0,0.032443306,0.045842269,0.064156651
1009,20.22,-0.001141162,-0.00107976,-0.000915819,-0.000641144,20.22,0,0.032418042,0.045816592,0.064135524
1010,20.24,-0.001139,-0.001078919,-0.000915306,-0.000640933,20.24,0,0.032392796,0.04579093,0.064114403
1011,20.26,-0.001136843,-0.001078079,-0.000914793,-0.000640722,20.26,0,0.032367571,0.045765282,0.06409329
1012,20.28,-0.00113469,-0.001077239,-0.000914281,-0.000640511,20.28,0,0.032342365,0.045739648,0.064072183
1013,20.3,-0.001132541,-0.0010764,-0.000913768,-0.0006403,20.3,0,0.032317179,0.045714029,0.064051084
1014,20.32,-0.001130396,-0.001075562,-0.000913257,-0.000640089,20.32,0,0.032292013,0.045688423,0.064029991
1015,20.34,-0.001128255,-0.001074725,-0.000912745,-0.000639878,20.34,0,0.032266866,0.045662833,0.064008905
1016,20.36,-0.001126118,-0.001073888,-0.000912234,-0.000639668,20.36,0,0.032241739,0.045637256,0.063987826
1017,20.38,-0.001123985,-0.001073051,-0.000911723,-0.000639457,20.38,0,0.032216631,0.045611694,0.063966755
1018,20.4,-0.001121856,-0.001072216,-0.000911212,-0.000639246,20.4,0,0.032191543,0.045586147,0.06394569
1019,20.42,-0.001119732,-0.001071381,-0.000910702,-0.000639036,20.42,0,0.032166474,0.045560613,0.063924632
1020,20.44,-0.001117611,-0.001070547,-0.000910192,-0.000638825,20.44,0,0.032141425,0.045535094,0.063903581
1021,20.46,-0.001115494,-0.001069713,-0.000909682,-0.000638615,20.46,0,0.032116395,0.04550959,0.063882536
1022,20.48,-0.001113381,-0.00106888,-0.000909172,-0.000638405,20.48,0,0.032091385,0.045484099,0.063861499
1023,20.5,-0.001111273,-0.001068047,-0.000908663,-0.000638194,20.5,0,0.032066394,0.045458623,0.063840469
1024,20.52,-0.001109168,-0.001067216,-0.000908154,-0.000637984,20.52,0,0.032041423,0.045433161,0.063819446
1025,20.54,-0.001107067,-0.001066385,-0.000907646,-0.000637774,20.54,0,0.032016471,0.045407713,0.063798429
1026,20.56,-0.00110497,-0.001065554,-0.000907137,-0.000637564,20.56,0,0.031991539,0.04538228,0.06377742
1027,20.58,-0.001102878,-0.001064724,-0.000906629,-0.000637354,20.58,0,0.031966626,0.04535686,0.063756417
1028,20.6,-0.001100789,-0.001063895,-0.000906121,-0.000637144,20.6,0,0.031941733,0.045331456,0.063735421
1029,20.62,-0.001098704,-0.001063067,-0.000905614,-0.000636935,20.62,0,0.031916859,0.045306065,0.063714433
1030,20.64,-0.001096623,-0.001062239,-0.000905107,-0.000636725,20.64,0,0.031892004,0.045280688,0.063693451
1031,20.66,-0.001094546,-0.001061412,-0.0009046,-0.000636515,20.66,0,0.031867169,0.045255326,0.063672476
